"x"
"ABANDONO DE TRABAJO, AMENAZO CON DEMANDAR Y DEBE $2629 DEL PROGRAMA BECATE. NA"
"ABANDONO DE TRABAJO NA"
"NO LE AUTORIZARON AJUSTES NA"
"RENUNCIA VOLUNTARIA, QUE YA NO ESTABA AGUSTO EN PERUGIA.
 NA"
"EMBARAZO NA"
"se fue a vivir con su novio y no la dejo trabajar, pidio un prestamos y no regre so debe $600"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"FALTISTA NA"
"INDISCIPLINADO, RAYABA LAS PIEZAS DE LAS MAQUINAS EL SUPERVISOR LE DIJO Y SIGUI‡  HACIENDO LO MISMO."
"ABANDO DE TRABAJO DEBE DEL PROGRAMA BECATE SOLO SE LE HIZO UN DESCUENTO. NA"
"ENCONTRO OTRO TRABAJO NA"
"fumando en el ba§o, indisciplina NA"
"ABANDONO DE TRABAJO LO REGRESARON POR LLEGAR TARDE Y YA NO SE PRESENTO NA"
"PROBLEMAS FAMILIARE, SU ESPOSO NO LA DEJO TRABAJAR NA"
"ABANDONO DE TRABAJO NA"
"cambio de trabajo, por el sueldo. NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO, NO REINGRESABLE FALTA 2 DIAS Y REGRESA SIN EXPLICACI‡N NA"
"NO LE QUISIERON DAR UN SUELDO MAYOR NA"
"ABANDONO DE TRABAJO NA"
"BAJO SUELDO NA"
"EMPEZO A FALTAR Y LA DIERON DE BAJA. NA"
"ABANDONO DE TRABAJO NA"
"ENCONTRO OTRO TRABAJO. FECHA DE BAJA 26 DE JULIO DE 2016. NA"
"FALTAS ERA NUEVO NA"
"OTRO TRABAJO CON MEJOR SUELDO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA NA"
"ABANDONO DE TRABAJO NA"
"abandono de trabajo era nuevo. NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ENCONTRO OTRO TRABAJO, SE FUE SABIENDO QUE DEBIA PRESTAMO NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA LE DIERON OPORTUNIDAD Y VOLVIO A HACER LOS MISMO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NO LA QUISIERON CAMBIAR DE BANDA Y RENUNCIO POR INDISCIPLINADA.
 NA"
"NO REGRESO DESPUES DE SEMANA SANTA NA"
"faltista NA"
"FALTISTA NA"
"RETIRO VOLUNTARIO NA"
"ERA REINGRESO Y VOLVIO A FALTAR, YA ES NO REINGRESABLE ES MUY FALTISTA. NA"
"ES MUY FALTISTA. LA BAJA ES EL 22 DE JULIO DE 2016. NA"
"abandono de trabajo NA"
"ERA FALTISTA Y LA DAN DE BAJA POR ESO NA"
"EMBARAZO NA"
"VARIAS VECES LO REGA•ARON POR USAR EL CELULAR MIENTRAS TRABAJABA, HASTA QUE SE L O RECOGIERON."
"abandono de trabajo NA"
"RETIRO VOLUNTARIO, NO SE ENTENDIO LABORALMENTE CON ADRIAN NA"
"PROBLEMATICO, YA HAB÷A AMENZADO CON DEMANDAR NA"
"ABANDONO DE TRABAJO, NO REGRESO DE VACACIONES DE SEMANA SANTA!
 NA"
"FALTISTA, LO DESPIDIERON, NO REINGRESABLE Y NO RECOMENDABLE.
 NA"
"NO SE ACOPLO NA"
"abandono de trabajo NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO EL TRABAJO, ERA NUEVO NA"
"ESTUDIA NA"
"NO TRAJO PAPELES PARA IMSS NA"
"ABANDONO DE TRABAJO NA"
"ERA NUEVO Y TENIA FALTAS ACUMULADAS, PORQUE ACOMPA•ABA A SU ESPOSA AL GINECOLO NA"
"SE DROGA, NO REINGRESABLE NA"
"ESTUDIANTE NA"
"ABANDONO DE TRABAJO. NA"
"se va a meter a estudiar NA"
"RETIRO VOLUNTARIO NA"
"ABANDONO DE TRABAJO NA"
"PIDIO UN PERMISO Y NO LO JUSTIFICO Y DIJO QUE MEJOR SE IBA NA"
"ESTUDIA RET VOL. NA"
"SU NOVIO TRABAJA EN MANUALIDADES, A EL LO DESCANSARON Y ELLA SE QUERIA SALIR A D ESCANSAR CON EL, LA DIERON DE BAJA."
"LA DIMOS DE BAJA PORQUE TIENE 15 A•OS, REINGRESABLE, ES MUY BUENA TRABAJADORA. NA"
"su esoso no la dejo trabajar mas. NA"
"LA DIMOS DE BAJA PORQUE TIENE 15 A•OS, REINGRESABLE A LOS 16, ES MUY BUENA TRABA JADORA."
"ABANDONO DE TRABAJO NA"
"CONSIGUIO UN TRABAJO CERCA DE SU CASA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"abandono de trabajo NA"
"ABANDONO DE TRABAJO, NO REINGRESABLE ES IRRESPONSABLE Y LLEGA TARDE TODA LA SEMA NA."
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA NA"
"LLEGABA TARDE DESDE QUE ENTRO NA"
"ABANDONO DE TRABAJO NA"
"RECORTE DE PERSONAL NA"
"INDISCIPLINA, BAJA TARDE DEL COMEDOR, SE QUEDA PLATICANDO CON SU NOVIA EN LA BAN DA."
"LO CAMBIARON DE BANDA Y NO QUIZO NA"
"RECORTE DE PERSONAL NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"OTRO TRABAJO, POR EL HORARIO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA Y ERA NUEVO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ES FLOJA PARA TRABAJAR Y LO HACE MAL, LA DESPIDIERON, ES NO REINGRESABLE Y NO RE COMENDABLE.
"
"abandono de trabajo NA"
"NUEVO ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"INDISCIPLINADA, FALTISTA NA"
"SUELDO NA"
"ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"FLOJO MUY FLOJO. NA"
"ABANDONO DE TRABAJO NA"
"RECORTE DE PERSONAL NA"
"TENIA PIOJOS Y NO LA QUISIERON NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"OTRO TRABAJO NA"
"SUELDO BAJO NA"
"FALTISTA NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"DIJO QUE NO PUDO CON EL TRABAJO NA"
"INDISCIPLINADO Y FALTISTA NA"
"POR EL SUELDO BAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ERA NUEVO, ABANDONO EL TRABAJO NA"
"ENFERMA NA"
"INDISCIPLINADA, MALA ACTITUD NA"
"NO ES PREACABADOR Y QURIA GANAR GANAR COMO SI LO FUERA NA"
"ABANDONO DE TRABAJO NA"
"HIZO DESASTRES Y HECHO A PERDER MATERIAL, LO DESPIDIERON Y ES NO REINGRESABLE.
 NA"
"YA NO LE GUSTO EL TRABAJO NA"
"ABANDONO DE TRABAJO ERA NUEVO INGRESO NA"
"EL HORARIO NO LE GUSTO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"PROBLEMATICO E INDISCIPLINADO NA"
"se regreso a brasil NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ERA NUEVO ABANDONO DE TRABAJO NA"
"HORARIO NA"
"HORARIO NA"
"FALTAS NA"
"ABANDONO DE TRABAJO NA"
"POR EL HORARIO NA"
"FALTISTA NA"
"HORARIO NA"
"ESTABA PRENDIENDO CERILLO EN EL BA•O NA"
"ESTABA FUMANDO MARIHUANA EN LOS BA•OS, NO REINGRESABLE NA"
"ES MUY FALTISTA NA"
"ABANDONO D ETRABAJO NA"
"FALTISTA NA"
"OTRO TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ERA NUEVO ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO ERA NUEVO NA"
"NO SABE SUAJAR, PIDIO UN PERMISO Y NO REGRESO NA"
"NA NA"
"ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO DEBE EL UNIFORME DE FUT BOL NA"
"ABANDONO DE TRABAJO ERA NUEVO INGRESO NA"
"ABANDONO DE TRABAJO ERA NUEVO NA"
"NA NA"
"RECORTE DE PERSONAL NA"
"ENTRO CON UNA AMIGA Y NO LAS DEJARON JUNTAS ENTOCES NO LE GUSTO NA"
"NA NA"
"RENUNCIA VOLUNTARIA PORQUE ENCONTRO OTRO TRABAJO. NA"
"NO REINGRESABLE, SE DROGA EN LA BANDA NA"
"ABANDONO DE TRABAJO NA"
"NUEVO, ABANDON‡ EL TRABAJO NA"
"NO SE ACOPLO AL TRABAJO POR EL HORARIO DEL SABADO NA"
"NUEVO ABANDON‡ EL TRABAJO NA"
"NUEVO, ABANDONO EL TRABAJO NA"
"RETIRO VOLUNTARIO NA"
"HIZO SU TRABAJO MAL Y LE IBAN A CARGAR EL COSTO, Y YA NO REGRESO NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA NO REINGRESABLE, DIJO QUE LO DESPIDIERON Y QUERIA COBRAR INDEMNIZACI‡N. 
"
"SUELDO BAJO NA"
"dijo que por el horario y trabajo del sabado todo el d°a NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO. NA"
"NA NA"
"ARA NUEVO , ABANDOO DE TRABAJO NA"
"ERA NUEVO ABANDONO EL TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ERA NUEVO AANDONO DE TRABAJO NA"
"ERA NUEVO ABANDONO DE TRABAJO NA"
"SALIO A COBRAR SU FINIQUITO Y NO REGRESO NA"
"ERA NUEVA Y COMENZO A FALTAR, DECIA QUE ESTABA ENFERMA. NA"
"ABANDONO DE TRABAJO ERA NUEVO NA"
"LO DIERON DE BAJA POR FLOJO PORQUE NO QUERIA TRABAJAR.
ES NO REINGRESABLE, NO R ECOMENDABLE."
"ABANDONO DE TRABAJO NA"
"RETIRO VOLUNTARIO, ENCONTRO OTRO TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"VA A ESTUDIAR NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NUEVA ABANDONO EL TRABAJO NA"
"NUEVO ABANDONO EL TRABAJO NA"
"NO SE QUEDO NA"
"NA NA"
"abandono de trabajo NA"
"NUEVO ABANDONO EL TRABAJO NA"
"ABANDONO DE TRABAJO ERA NUEVO NA"
"NA NA"
"NA NA"
"NUEVO ABANDONO EL TRABAJO NA"
"se regreso al trabajo anterior NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO ERA NUEVA NA"
"ABANDONO DE TRABAJO NO REGRESO DE VACACIONES DE SEMANA SANTA. DEBE 4 DIAS NA"
"ABANDONO DE TRABAJO ERA NUEVA NA"
"ABANDONO DE TRABAJO, ERA NUEVA NA"
"RETIRO VOLUNTARIO NA"
"ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO. NA"
"NA NA"
"RENUNCIA VOLUNTARIA. NA"
"ABANDONO DE TRABAJO. NA"
"NA NA"
"ABANDONO DE TRABAJO ERA NUEVO NA"
"NO REINGRESABLE, SE DOGRA EN LA BANDA NA"
"ABANDONO DE TRABAJO PIDIO UN PRESTAMO Y NO LO TERMINO DE PAGAR $540, NO REINGRES ABLE."
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NO REGRESO DE VACACIONES DE SEMANA SANTA. NA"
"NA NA"
"indisciplinado, le entregaron la bata y la rompio porque no queria pagarla. no r eingresable"
"abandono de trabajo NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"NA NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO. SOLO TRABAJO 3 DIAS.

 NA"
"NA NA"
"NA NA"
"ABANDONO D ETRABAJO NA"
"FLOJO NO SABE TRABAJAR, NO TRABAJA, ES NO REINGRESABLE.
 NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"LO DESPIDIERON POR SER EMPACADOR Y DISTRA÷DO Y SE EQUIVOCABA CONSTANTEMENTE, LO RECONOCIO Y FIRMO LA RENUNCIA.

"
"ABANDONO DE TRABAJO ERA NUEVA NA"
"INDUSCIPLINADO, LO REGA•ARON VARIAS VECES POR TRAER EL CELULAR EN LA MANO Y NO T RABAJAR"
"NA NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"OTRO TRABAJO NA"
"NA NA"
"ERA NUEVO, ABANDONO EL TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"RENUNCIA VOLUNTARIA PORQUE QUERIA GANAR MAS. NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA ERA NUEVO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"SE FUE A SU TRABAJO ANTERIOR NA"
"NA NA"
"NO SE ACOPLO NA"
"SUELDO ERA BAJO Y CONSIGUIO OTRO TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"CAMBIO DE DOMICILIO A CD JUAREZ NA"
"POR CUIDAR A SU HIJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"FALTISTA NA"
"ABANDONO DE TRABAJO NA"
"ESTABA FUMANDO MARIHUANA EN EL BA•O NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO, DEBE ADEUSO $440 DE PRESTAMO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO. NO LE GUSTÔEL AREA DE PREACABADO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"RENUNCIA VOLUNTARIA. NA"
"ERA NUEVO ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"FALTAS NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO, ESTABA EN BECATE Y DESPUES DE LA PRIMERA CAPACITACION SE FU E Y NO REGRESO, ES NO REINGRESABLE."
"NA NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"no pudo con la presion de la banda NA"
"NUEVO ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO, DEBE $1,314.72 DEL PROGRAMA BECATE NA"
"problemas familiares, su esposo no la deja trabajar, estaba en la misam banda. NA"
"NA NA"
"ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"NA NA"
"ABANDONO DE TRABAJO, DESPUES DE DOS SEMANAS FIRMO RENUNCIA. NA"
"NA NA"
"NA NA"
"ABANDONO DE TRABAJO. SOLO ESTUVO UNA SEMANA. NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"INDISCIPLINA, SU NOVIA SE ENFERMO Y EL QUERIA IR A SUTIRLE LA RECETA Y SE SALIO SIN PERMISO"
"ABANDONO DE TRABAJO NA"
"abandono de trabajo NA"
"NA NA"
"ABANDONO DE TRABAJO. SOLO TRABAJO DOS DIAS. NA"
"ABANDONO DE TRABAJO, NO SABE TRABAJAR NA"
"abandono de trabajo NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"NA NA"
"se fue a otro trabajo NA"
"INDISCIPLINADO DIARIO SE QUERA IR A SU CASA PORQUE SE SENTIA MAL. NA"
"ABANDONO DE TRABAJO NA"
"NO SE ACOPLO NA"
"DESDE QUE ENTRO SE ENFERMABA NA"
"ENCONTRO OTRO TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"abandono de trabajo era nuevo. NA"
"INDISCIPLINADO, LO CITARON EN LA NOCHE PARA TRABAJAR Y NO HIZO NADA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO, NO REINGRESABLE SE LA PASA JUGANDO EN LA BANDA NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"SOLO TRABAJO DOS DIAS. ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO. NA"
"SE LE HIZO POCO EL SUELDO NA"
"RENUNCIA VOLUNTARIA.
 NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"QUERIA GANAR MAS NA"
"SUELDO BAJO NA"
"INDISCIPLINA, SE DROGABA EN LA BANDA, NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"DIJO QUE IBA A CUIDAR A SU ABUELITA ENFERMA, ABANDONO EL TRABAJO NA"
"ABANDONO DE TRABAJO, CORRIERON A SU HERMANO POR INDISCIPLINADO Y EL TAMPOCO REGR ESO"
"INDISCIPLINADO, LE FALTA EL RESPETO A SUS COMPA•ERAS, SE FUE DEBIENDO PRêSTAMO $ 480.00 NO REINGRESABLE.
"
"ABANDONO DE TRABAJO NA"
"QUE SU ABUELITA ESTABA ENFERMA NA"
"NA NA"
"FALTAS PIDIO PERMISO Y NO SE LO DIERON Y SE FUE NA"
"ABANDONO DE TRABAJO NA"
"dijo que se aburrio NA"
"POR EL SUELDO QUERIA GANAR MAS NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"LE OFRECIERON MAYOR SUELDO Y RENUNCIO. NA"
"ENTRO A ESTUDIAR, RENUNCIA VOLUNTARIA.
 NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"SE FUE A OTRO TRABAJO NA"
"NA NA"
"RETIRO VOLUNTARIO, ESTA ENFERMO D ELA ESPALDA DIJO QUE NO PODIA AGUANTAR TODO EL  D÷A DE PIE"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO. NA"
"ABANDONO DE TRABAJO. NA"
"QUERIA GANAR MAS Y NO ES PESUNTADOR COMPLETO RECORTE DE PERSONAL NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO.
 NA"
"ABANDONO DE TRABAJO. NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"RENUNCIA VOLUNTARIA POR DINERO. NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"NO PUEDE TRABAJAR EL SABADO NA"
"FALTISTA NA"
"era nuevo y tenia varias faltas NA"
"NO SABE TRABAJAR NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"NO SE ACOPLO AL RITMO DE TRABAJO NA"
"LO CAMBIARON DE BAND Y SE FUE NA"
"abandono de trabajo NA"
"NO QUIZO QUE LO CAMBIARAN A EMBARQUE NA"
"abandono de trabajo NA"
"FALTAS Y LLEGABA ALCOHOLIZADO, POR ESO LO REGRESABAN NA"
"Enfermo le di¢ un ataque en la banda y se lesion¢ en la cabeza, no hab°a traiso papeles."
"MALA CALIDAD RECORTE DE PERSONAL NA"
"ABANDONO DE TRABAJO NA"
"NA NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"ABANDONO DE TRABAJO NA"
"abandono de trabajo NA"
"ABANDONO DE TRABAJO NA"
"FALTISTA NA"
"ABANDONO DE TRABAJO NA"
"NO APRENDIA Y LA DIERON DE BAJA NA"
"NA NA"
"recorte de personal necesitaba m†s experiencia NA"
"ABANDONO DE TRABAJO NA"
"RECORTE DE PERSONAL, NO APRENDIO A TRABAJAR NA"
"MUY FALTISTA NA"
"ABANDONO DE TRABAJO NA"
"por el sueldo bajo NA"
