"puesto","NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento","dias.salio.cambio","salio.por.cambio","sueldo.max.fit","sueldo.min.fit","puesto.fit"
"PRELIMINAR C",11164,88,"AVIO","femenino","LEON",3,850,17,"Primaria",2015-10-05,2,2,"PRELIMINAR C",5,3,4,1,850,900,50,42,86,0,900,850,"C-PRELIMINAR"
"PRELIMINAR C",8881,11,"PESPUNTE","femenino","LEON",3,800,23,"Secundaria",2012-10-22,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11166,29,"MONTADO","masculino","LEON",3,900,22,"Secundaria",2015-08-11,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11309,78,"MONTADO","masculino","SILAO",3,900,17,"Secundaria",2015-10-20,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10349,31,"MONTADO","masculino","LEON",3,900,18,"Primaria",2014-07-07,2,1,"PRELIMINAR C",5,0,1,0,900,900,0,0,15,1,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11315,9,"MONTADO","masculino","LEON",3,900,19,"Preparatoria",2015-10-21,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10351,22,"MONTADO","femenino","LEON",3,850,19,"Primaria",2014-07-07,2,0,"PRELIMINAR C",5,0,1,0,850,850,0,0,13,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11594,17,"AVIO","masculino","LEON",3,850,19,"Secundaria",2016-04-11,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11871,34,"PREPARADO","femenino","LEON",3,950,17,"Secundaria",2016-06-23,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"PRELIMINAR C",9823,2,"PESPUNTE","femenino","LEON",1,900,29,"Secundaria",2016-04-12,3,0,"PRELIMINAR C",5,6,9,2,850,950,100,931,-6,0,950,850,"C-PRELIMINAR"
"PRELIMINAR C",8756,278,"PREPARADO","femenino","LEON",3,850,20,"Secundaria",2012-08-03,2,9,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11174,1,"MANUALIDADES","masculino","LEON",1,800,24,"Primaria",2015-08-13,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11365,15,"MONTADO","masculino","LEON",1,900,20,"Ninguno",2015-11-17,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8759,3,"PREPARADO","femenino","SILAO",1,800,30,"Ninguno",2012-09-04,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11178,0,"MANUALIDADES","femenino","LEON",4,800,18,"Primaria",2015-08-17,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11179,23,"MANUALIDADES","femenino","LEON",1,800,27,"Secundaria",2015-08-17,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11180,16,"MANUALIDADES","femenino","SILAO",3,800,22,"Primaria",2015-08-17,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8763,1,"MONTADO","masculino","LEON",3,800,24,"Ninguno",2012-09-03,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9960,46,"MANUALIDADES","masculino","LEON",4,800,21,"Primaria",2014-01-20,3,1,"PRELIMINAR C",5,1,3,2,453.32,850,396.68,77,44,0,850,453.32,"C-PRELIMINAR"
"PRELIMINAR C",8899,36,"MONTADO","femenino","LEON",3,800,25,"Secundaria",2012-10-30,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11330,69,"MONTADO","femenino","LEON",3,850,17,"Primaria",2015-10-29,2,2,"PRELIMINAR C",5,0,1,0,850,850,0,0,63,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11467,2,"PREPARADO","masculino","LEON",3,900,16,"Secundaria",2016-01-19,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8768,3,"MONTADO","masculino","LEON",3,800,20,"Primaria",2012-08-28,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8905,41,"PESPUNTE","masculino","LEON",3,850,20,"Primaria",2012-11-01,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11188,16,"MONTADO","femenino","LEON",3,900,18,"Secundaria",2015-08-24,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10370,319,"PESPUNTE","femenino","LEON",3,850,25,"Secundaria",2014-07-14,3,10,"PRELIMINAR C",5,5,9,0,850,850,0,0,2,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11236,17,"PREPARADO","femenino","LEON",4,850,18,"Secundaria",2015-09-15,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10499,3,"MONTADO","femenino","LEON",1,900,38,"Ninguno",2015-02-10,4,0,"PRELIMINAR C",5,1,2,0,900,900,0,0,-6,0,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10930,11,"MANUALIDADES","femenino","LEON",3,800,26,"Secundaria",2015-05-11,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8775,22,"MONTADO","femenino","LEON",3,800,23,"Secundaria",2012-09-04,3,0,"PRELIMINAR C",5,0,1,0,800,800,0,0,20,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11194,13,"MANUALIDADES","femenino","LEON",1,500,21,"Secundaria",2015-08-20,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,500,500,"C-PRELIMINAR"
"PRELIMINAR C",11896,35,"PESPUNTE","masculino","LEON",3,900,16,"Secundaria",2016-06-29,2,1,"PRELIMINAR C",5,1,2,0,900,900,0,0,7,1,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11196,13,"MANUALIDADES","masculino","LEON",3,500,18,"Secundaria",2015-08-20,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,500,500,"C-PRELIMINAR"
"PRELIMINAR C",9306,21,"AVIO","masculino","LEON",3,800,20,"Primaria",2013-04-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8780,83,"PESPUNTE","masculino","LEON",3,850,21,"Primaria",2012-09-06,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11199,7,"PESPUNTE","masculino","SILAO",3,900,17,"Secundaria",2015-08-20,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9179,2,"MONTADO","masculino","LEON",3,850,20,"Secundaria",2013-03-13,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11766,9,"PESPUNTE","masculino","LEON",3,850,18,"Primaria",2016-05-30,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8784,83,"MONTADO","femenino","LEON",3,850,22,"Primaria",2012-09-06,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10384,229,"AVIO","masculino","LEON",3,850,18,"Secundaria",2014-07-14,2,7,"PRELIMINAR C",5,0,1,0,850,850,0,0,17,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9183,47,"MANUALIDADES","masculino","LEON",3,800,19,"Primaria",2015-04-24,2,1,"PRELIMINAR C",5,1,2,0,800,800,0,0,42,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8788,15,"MONTADO","femenino","LEON",3,800,20,"Ninguno",2012-09-11,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8789,16,"MONTADO","femenino","LEON",3,800,21,"Secundaria",2012-09-10,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11355,30,"AVIO","femenino","SILAO",1,850,17,"Secundaria",2015-11-10,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9990,8,"PESPUNTE","femenino","LEON",3,850,20,"Primaria",2013-11-11,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11211,13,"MONTADO","masculino","LEON",3,900,18,"Primaria",2015-08-26,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11212,35,"MONTADO","masculino","LEON",3,900,33,"Primaria",2015-08-28,4,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11361,0,"MONTADO","masculino","LEON",4,950,31,"Secundaria",2015-11-09,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"PRELIMINAR C",9191,29,"PREPARADO","masculino","LEON",3,453.32,20,"Secundaria",2013-03-12,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",10266,81,"MANUALIDADES","femenino","LEON",3,800,20,"Secundaria",2014-06-10,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9066,9,"AVIO","masculino","SILAO",3,800,20,"Secundaria",2013-02-11,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8803,2,"PESPUNTE","masculino","LEON",3,800,23,"Primaria",2012-09-13,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10313,58,"MONTADO","masculino","LEON",1,900,32,"Primaria",2014-06-24,4,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8805,2,"MONTADO","femenino","LEON",2,850,41,"Secundaria",2012-09-12,5,0,"PRELIMINAR C",5,0,1,0,850,850,0,0,-5,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8936,75,"PREPARADO","femenino","LEON",3,453.32,21,"Secundaria",2012-11-30,3,2,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,13,1,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9071,2,"PREPARADO","femenino","LEON",3,453.32,28,"Secundaria",2013-02-18,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11507,28,"MONTADO","masculino","LEON",1,950,21,"Primaria",2016-01-28,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"PRELIMINAR C",9200,49,"CORTE","femenino","LEON",3,875,26,"Secundaria",2013-03-13,3,1,"PRELIMINAR C",5,0,2,1,800,875,75,8,6,1,875,800,"C-PRELIMINAR"
"PRELIMINAR C",10403,297,"PESPUNTE","masculino","SILAO",3,900,18,"Secundaria",2014-07-22,2,9,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11511,30,"MONTADO","masculino","LEON",3,850,21,"Primaria",2016-02-02,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9917,13,"PESPUNTE","femenino","LEON",3,770,21,"Secundaria",2013-10-10,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,770,770,"C-PRELIMINAR"
"PRELIMINAR C",10833,9,"MONTADO","masculino","LEON",3,850,18,"Primaria",2015-03-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9078,16,"MONTADO","masculino","SILAO",3,850,19,"Ninguno",2013-02-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9210,26,"MONTADO","femenino","LEON",3,850,21,"Primaria",2013-03-15,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9080,15,"MONTADO","masculino","SILAO",3,850,20,"Secundaria",2013-02-19,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10410,94,"MONTADO","femenino","LEON",1,900,20,"Secundaria",2014-07-21,2,3,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8864,64,"PREPARADO","femenino","LEON",2,850,32,"Secundaria",2012-10-09,4,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9214,8,"MONTADO","masculino","LEON",1,850,19,"Secundaria",2013-03-14,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11939,2,"PESPUNTE","masculino","LEON",3,850,16,"Secundaria",2016-07-06,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11520,45,"AVIO","masculino","LEON",3,850,18,"Primaria",2016-02-02,2,1,"PRELIMINAR C",5,0,1,0,850,850,0,0,9,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10841,18,"AVIO","masculino","LEON",3,850,18,"Secundaria",2015-03-19,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10552,86,"PESPUNTE","masculino","LEON",1,850,22,"Secundaria",2014-09-01,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8954,16,"MONTADO","femenino","LEON",3,850,21,"Secundaria",2013-01-15,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10154,1,"PREPARADO","femenino","LEON",3,850,21,"Secundaria",2014-03-06,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8829,44,"MONTADO","masculino","LEON",4,900,33,"Primaria",2012-09-24,4,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10848,115,"PREPARADO","femenino","SILAO",3,800,18,"Secundaria",2015-03-23,2,3,"PRELIMINAR C",5,0,1,0,800,800,0,0,29,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",11393,1,"PREPARADO","femenino","LEON",5,900,60,"Ninguno",2015-11-27,6,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8833,14,"MONTADO","masculino","SILAO",3,800,20,"Ninguno",2012-09-20,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8877,99,"MONTADO","femenino","LEON",3,850,20,"Primaria",2013-04-16,2,3,"PRELIMINAR C",5,2,3,0,850,850,0,0,70,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11533,6,"AVIO","femenino","LEON",4,850,19,"Secundaria",2016-02-05,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10853,3,"MONTADO","femenino","LEON",1,900,36,"Secundaria",2015-03-27,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11534,6,"AVIO","masculino","LEON",3,850,16,"Primaria",2016-02-05,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8965,2,"PESPUNTE","femenino","LEON",3,850,20,"Secundaria",2013-01-21,2,0,"PRELIMINAR C",5,1,2,0,850,850,0,0,-1,0,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8839,3,"PESPUNTE","masculino","LEON",3,850,29,"Primaria",2012-09-25,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11402,9,"AVIO","masculino","LEON",3,850,17,"Primaria",2015-11-30,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8843,17,"MONTADO","femenino","LEON",3,800,29,"Primaria",2012-09-25,3,0,"PRELIMINAR C",5,0,1,0,800,800,0,0,2,1,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10034,130,"MANUALIDADES","femenino","SILAO",3,800,21,"Secundaria",2014-01-21,3,4,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10570,13,"AVIO","masculino","LEON",3,900,18,"Secundaria",2014-08-28,2,0,"PRELIMINAR C",5,1,2,0,900,900,0,0,0,0,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11820,23,"PREPARADO","femenino","LEON",3,900,16,"Ninguno",2016-06-13,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11968,16,"PESPUNTE","masculino","LEON",3,900,17,"Secundaria",2016-07-18,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10310,41,"MONTADO","masculino","LEON",3,950,24,"Secundaria",2014-06-18,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"C-PRELIMINAR"
"PRELIMINAR C",9507,7,"MONTADO","masculino","LEON",3,850,21,"Secundaria",2013-05-29,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11456,127,"AVIO","masculino","LEON",3,850,18,"Secundaria",2016-01-06,2,4,"PRELIMINAR C",5,1,2,0,850,850,0,0,15,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10719,3,"MONTADO","masculino","LEON",3,900,19,"Secundaria",2015-01-13,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8852,8,"CORTE","femenino","LEON",3,800,21,"Secundaria",2012-10-09,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8853,72,"PESPUNTE","femenino","SILAO",3,850,36,"Secundaria",2012-10-01,4,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10046,62,"MANUALIDADES","masculino","LEON",3,800,19,"Primaria",2014-01-24,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9648,37,"MANUALIDADES","femenino","LEON",3,453.32,22,"Secundaria",2013-07-09,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",10047,29,"MANUALIDADES","femenino","LEON",4,800,22,"Primaria",2014-01-28,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",8857,0,"MONTADO","masculino","LEON",3,800,21,"Secundaria",2012-09-28,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9032,15,"MONTADO","masculino","SILAO",3,850,19,"Secundaria",2013-01-30,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9118,58,"MONTADO","femenino","LEON",4,850,21,"Secundaria",2013-02-25,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11012,8,"PESPUNTE","femenino","LEON",3,850,21,"Secundaria",2015-06-02,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9520,1,"PESPUNTE","masculino","LEON",3,770,19,"Secundaria",2013-06-06,2,0,"PRELIMINAR C",5,0,1,0,770,770,0,0,-5,0,770,770,"C-PRELIMINAR"
"PRELIMINAR C",10054,13,"AVIO","masculino","LEON",3,850,24,"Primaria",2014-01-30,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9122,12,"AVIO","masculino","LEON",3,850,25,"Primaria",2013-02-22,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11337,7,"MONTADO","femenino","LEON",4,850,16,"Ninguno",2015-11-03,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10457,9,"MONTADO","masculino","LEON",4,900,20,"Primaria",2014-07-30,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",8996,1,"PREPARADO","femenino","LEON",1,453.32,33,"Primaria",2013-01-29,4,0,"PRELIMINAR C",5,0,1,0,453.32,453.32,0,0,-1,0,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",9258,2,"MONTADO","masculino","LEON",3,850,21,"Ninguno",2013-04-08,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11342,32,"CORTE","masculino","LEON",3,900,23,"Secundaria",2015-11-10,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10463,176,"PESPUNTE","femenino","LEON",3,900,18,"Secundaria",2015-03-26,2,5,"PRELIMINAR C",5,2,4,1,850,900,50,217,149,0,900,850,"C-PRELIMINAR"
"PRELIMINAR C",11716,8,"PREPARADO","masculino","LEON",4,900,17,"Secundaria",2016-05-24,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",9001,15,"MONTADO","femenino","LEON",1,850,21,"Secundaria",2013-05-01,3,0,"PRELIMINAR C",5,1,2,0,850,850,0,0,7,1,850,850,"C-PRELIMINAR"
"PRELIMINAR C",10337,10,"MANUALIDADES","femenino","LEON",3,800,19,"Secundaria",2014-07-08,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"C-PRELIMINAR"
"PRELIMINAR C",10746,15,"AVIO","masculino","SILAO",3,900,17,"Primaria",2015-01-16,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11157,23,"MANUALIDADES","femenino","LEON",3,500,17,"Secundaria",2015-08-10,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,500,500,"C-PRELIMINAR"
"PRELIMINAR C",8876,142,"MONTADO","masculino","LEON",3,800,20,"Secundaria",2012-10-15,2,4,"PRELIMINAR C",5,1,2,0,800,800,0,0,77,0,800,800,"C-PRELIMINAR"
"PRELIMINAR C",9053,6,"MONTADO","masculino","SILAO",1,850,26,"Secundaria",2013-02-08,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",11031,1,"PESPUNTE","masculino","LEON",3,1000,18,"Secundaria",2015-06-15,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"C-PRELIMINAR"
"PRELIMINAR C",9814,29,"MANUALIDADES","femenino","LEON",4,453.32,19,"Secundaria",2013-09-24,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"C-PRELIMINAR"
"PRELIMINAR C",11353,19,"PESPUNTE","masculino","LEON",3,900,17,"Secundaria",2015-11-06,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11447,37,"CORTE","masculino","LEON",3,900,17,"Secundaria",2016-01-12,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",11307,205,"AVIO","masculino","LEON",3,900,19,"Secundaria",2015-10-20,2,6,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10347,219,"MONTADO","masculino","LEON",3,900,19,"Secundaria",2014-07-07,2,7,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"C-PRELIMINAR"
"PRELIMINAR C",10079,58,"AVIO","masculino","LEON",3,850,24,"Preparatoria",2014-02-10,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",9546,183,"MANUALIDADES","masculino","LEON",3,500,23,"Preparatoria",2014-12-09,3,6,"PRELIMINAR C",5,0,2,1,500,900,400,43,132,0,900,500,"C-PRELIMINAR"
"PRELIMINAR C",10080,18,"AVIO","femenino","LEON",1,850,54,"Primaria",2014-02-10,6,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
"PRELIMINAR C",8887,22,"PESPUNTE","femenino","LEON",3,452.32,20,"Primaria",2013-01-31,2,0,"PRELIMINAR C",5,1,2,1,452.32,800,347.68,104,-4,0,800,452.32,"C-PRELIMINAR"
"PRELIMINAR C",11593,36,"AVIO","femenino","SILAO",3,850,16,"Secundaria",2016-04-06,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"C-PRELIMINAR"
