"puesto","NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento","dias.salio.cambio","salio.por.cambio","sueldo.max.fit","sueldo.min.fit","puesto.fit"
"EMBARRADOR ZAPATO",10989,8,"MONTADO","masculino","LEON",3,1400,28,"Primaria",2015-05-18,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1400,1400,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10023,1013,"MONTADO","masculino","LEON",1,1350,34,"Secundaria",2014-01-20,4,33,"PRELIMINAR C",5,1,3,1,1250,1350,100,518,NA,NA,1350,1250,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",9776,325,"MONTADO","masculino","LEON",1,1200,25,"Secundaria",2013-08-30,3,10,"PRELIMINAR C",5,0,1,0,1200,1200,0,0,313,0,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",9326,12,"MONTADO","masculino","LEON",4,1200,24,"Secundaria",2013-04-26,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8947,30,"MONTADO","masculino","LEON",4,1100,30,"Primaria",2013-01-14,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8100,477,"AVIO","masculino","LEON",3,950,21,"Secundaria",2012-02-07,3,15,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8308,1,"MONTADO","masculino","LEON",1,1100,34,"Ninguno",2012-08-01,4,0,"PRELIMINAR C",5,1,3,2,1000,1400,400,77,-6,0,1400,1000,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10387,84,"MONTADO","masculino","LEON",4,1200,25,"Primaria",2014-07-09,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8655,120,"MONTADO","masculino","SILAO",4,1100,26,"Primaria",2012-08-14,3,4,"PRELIMINAR C",5,0,1,0,1100,1100,0,0,70,0,1100,1100,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10644,79,"MONTADO","masculino","LEON",4,1200,22,"Secundaria",2014-10-29,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8044,135,"AVIO","masculino","LEON",1,1050,47,"Ninguno",2012-01-16,5,4,"PRELIMINAR C",5,0,1,0,1050,1050,0,0,71,0,1050,1050,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",11513,0,"MONTADO","masculino","LEON",1,1100,44,"Ninguno",2016-01-28,5,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",11700,16,"MONTADO","femenino","LEON",3,950,20,"Secundaria",2016-05-16,2,0,"PRELIMINAR C",5,1,2,0,950,950,0,0,7,1,950,950,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8140,14,"MONTADO","masculino","LEON",3,1000,22,"Secundaria",2012-02-16,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10803,57,"MONTADO","masculino","LEON",4,1200,24,"Secundaria",2015-03-17,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8778,7,"MONTADO","masculino","LEON",3,1300,28,"Secundaria",2015-03-20,3,0,"PRELIMINAR C",5,0,1,0,1300,1300,0,0,2,1,1300,1300,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8722,31,"MONTADO","masculino","LEON",1,900,29,"Secundaria",2012-08-28,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10455,7,"MONTADO","masculino","LEON",1,1200,41,"Primaria",2014-08-01,5,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10490,145,"MONTADO","masculino","LEON",3,1200,24,"Secundaria",2014-08-13,3,4,"PRELIMINAR C",5,1,2,0,1200,1200,0,0,110,0,1200,1200,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",8351,8,"MONTADO","masculino","LEON",1,900,32,"Secundaria",2012-05-08,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"EMBARRADOR ZAPATO"
"EMBARRADOR ZAPATO",10880,4,"MONTADO","masculino","LEON",3,950,40,"Primaria",2015-04-20,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"EMBARRADOR ZAPATO"
"EMPACADOR",11515,6,"MONTADO","masculino","LEON",4,1200,22,"Secundaria",2016-01-28,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMPACADOR"
"EMPACADOR",11526,78,"MONTADO","masculino","LEON",3,950,17,"Secundaria",2016-02-03,2,2,"PRELIMINAR C",5,2,3,0,950,950,0,0,15,1,950,950,"EMPACADOR"
"EMPACADOR",8235,47,"MONTADO","masculino","LEON",1,1000,33,"Secundaria",2012-03-14,4,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMPACADOR"
"EMPACADOR",11473,161,"MONTADO","masculino","LEON",3,1200,20,"Secundaria",2016-01-13,2,5,"PRELIMINAR C",5,1,5,0,1200,1200,0,0,77,0,1200,1200,"EMPACADOR"
"EMPACADOR",11548,32,"MONTADO","masculino","SILAO",1,1200,22,"Secundaria",2016-02-15,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMPACADOR"
"EMPACADOR",10192,155,"MONTADO","masculino","LEON",4,1200,28,"Secundaria",2014-03-27,3,5,"PRELIMINAR C",5,0,1,0,1200,1200,0,0,107,0,1200,1200,"EMPACADOR"
"EMPACADOR",10184,65,"MONTADO","masculino","LEON",3,1200,20,"Secundaria",2014-03-24,2,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"EMPACADOR"
"EMPACADOR",8265,178,"MONTADO","masculino","LEON",4,1000,25,"Secundaria",2012-04-10,3,5,"PRELIMINAR C",5,2,4,0,1000,1000,0,0,2,1,1000,1000,"EMPACADOR"
"EMPACADOR",8945,2,"MONTADO","masculino","LEON",3,1000,37,"Secundaria",2013-01-07,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMPACADOR"
"EMPACADOR",11459,20,"MONTADO","masculino","LEON",3,1200,19,"Preparatoria",2016-01-08,2,0,"PRELIMINAR C",5,0,1,0,1200,1200,0,0,0,0,1200,1200,"EMPACADOR"
"EMPACADOR",8673,149,"MONTADO","masculino","LEON",3,1400,28,"Secundaria",2012-08-13,3,4,"PRELIMINAR C",5,0,2,1,1250,1400,150,27,35,0,1400,1250,"EMPACADOR"
"EMPACADOR",11581,45,"MONTADO","masculino","LEON",3,1300,23,"Secundaria",2016-04-04,3,1,"PRELIMINAR C",5,0,1,0,1300,1300,0,0,15,1,1300,1300,"EMPACADOR"
"EMPALMADORA",8628,463,"PESPUNTE","femenino","LEON",1,1000,40,"Primaria",2014-09-17,4,15,"PRELIMINAR A-B",2,2,3,0,1000,1000,0,0,449,0,1000,1000,"EMPALMADORA"
"EMPALMADORA",9224,22,"PESPUNTE","femenino","LEON",3,453.32,21,"Primaria",2013-10-29,3,0,"PRELIMINAR A-B",2,3,7,2,453.32,910,456.68,232,-1,0,910,453.32,"EMPALMADORA"
"EMPALMADORA",8861,43,"PESPUNTE","femenino","LEON",1,900,32,"Primaria",2012-10-09,4,1,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"EMPALMADORA"
"EMPALMADORA",8644,6,"PESPUNTE","femenino","LEON",3,453.32,24,"Ninguno",2013-04-04,3,0,"PRELIMINAR A-B",2,0,2,1,453.32,900,446.68,76,1,1,900,453.32,"EMPALMADORA"
"EMPALMADORA",9723,15,"PESPUNTE","femenino","LEON",4,1000,32,"Secundaria",2013-08-06,4,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMPALMADORA"
"EMPALMADORA",8871,108,"PESPUNTE","femenino","LEON",3,1000,50,"Secundaria",2012-10-15,5,3,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0,22,0,1000,1000,"EMPALMADORA"
"EMPALMADORA",9163,2,"PESPUNTE","femenino","LEON",4,453.32,44,"Secundaria",2013-03-11,5,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"EMPALMADORA"
"EMPALMADORA",9733,28,"PESPUNTE","femenino","LEON",3,1200,22,"Secundaria",2016-06-15,3,0,"PRELIMINAR A-B",2,5,14,2,950,1200,250,994,21,0,1200,950,"EMPALMADORA"
"EMPALMADORA",8752,56,"PESPUNTE","femenino","LEON",4,453.32,22,"Secundaria",2013-05-16,3,1,"PRELIMINAR A-B",2,0,2,1,453.32,910,456.68,35,15,1,910,453.32,"EMPALMADORA"
"EMPALMADORA",8825,86,"PESPUNTE","femenino","LEON",3,900,58,"Ninguno",2012-09-24,6,2,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"EMPALMADORA"
"EMPALMADORA",10588,493,"PESPUNTE","femenino","LEON",2,1000,36,"Secundaria",2014-09-15,4,16,"PRELIMINAR A-B",2,1,2,0,1000,1000,0,0,155,0,1000,1000,"EMPALMADORA"
"EMPALMADORA",9390,1,"PESPUNTE","femenino","LEON",1,0,27,"Primaria",2013-05-21,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,0,0,"EMPALMADORA"
"EMPALMADORA",8432,20,"PESPUNTE","femenino","LEON",1,800,20,"Secundaria",2012-06-19,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,800,800,"EMPALMADORA"
"EMPALMADORA",8529,29,"PESPUNTE","femenino","LEON",3,1000,25,"Primaria",2012-07-18,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMPALMADORA"
"EMPALMADORA",9678,8,"PESPUNTE","femenino","LEON",1,950,32,"Secundaria",2013-07-16,4,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,950,950,"EMPALMADORA"
"EMPALMADORA",9145,0,"PESPUNTE","femenino","LEON",3,453.32,27,"Secundaria",2013-03-04,3,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,453.32,453.32,"EMPALMADORA"
"EMPALMADORA",9788,15,"PESPUNTE","femenino","LEON",3,950,30,"Ninguno",2013-09-05,3,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0,-12,0,950,950,"EMPALMADORA"
"EMPALMADORA",8972,197,"PESPUNTE","femenino","SILAO",1,1200,45,"Secundaria",2013-01-22,5,6,"PRELIMINAR A-B",2,1,2,0,1200,1200,0,0,189,0,1200,1200,"EMPALMADORA"
"EMPALMADORA",8326,113,"PREPARADO","femenino","LEON",3,900,22,"Primaria",2012-04-26,3,3,"PRELIMINAR A-B",2,0,1,0,900,900,0,0,74,0,900,900,"EMPALMADORA"
"EMPALMADORA",9717,31,"PESPUNTE","masculino","LEON",1,900,29,"Secundaria",2013-08-06,3,1,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"EMPALMADORA"
"EMPALMADORA",8498,8,"PESPUNTE","masculino","LEON",3,850,20,"Secundaria",2012-07-12,2,0,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,850,850,"EMPALMADORA"
"EMPLANTILLAR",10379,28,"MONTADO","femenino","LEON",4,1000,22,"Primaria",2014-07-10,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMPLANTILLAR"
"EMPLANTILLAR",11563,17,"MONTADO","femenino","LEON",3,1050,18,"Secundaria",2016-03-01,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1050,1050,"EMPLANTILLAR"
"EMPLANTILLAR",10633,737,"MONTADO","femenino","LEON",1,1150,25,"Secundaria",2014-10-23,3,24,"PRELIMINAR C",5,1,2,1,1050,1150,100,342,NA,NA,1150,1050,"EMPLANTILLAR"
"EMPLANTILLAR",11008,526,"MONTADO","femenino","LEON",3,1150,24,"Secundaria",2015-05-22,3,17,"PRELIMINAR C",5,0,1,0,1150,1150,0,0,NA,NA,1150,1150,"EMPLANTILLAR"
"EMPLANTILLAR",8358,8,"MONTADO","femenino","LEON",2,850,44,"Preparatoria",2012-05-10,5,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,850,850,"EMPLANTILLAR"
"EMPLANTILLAR",12098,9,"MONTADO","femenino","LEON",3,1100,26,"Primaria",2016-09-12,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"EMPLANTILLAR"
"EMPLANTILLAR",11547,3,"MONTADO","femenino","LEON",1,1000,45,"Primaria",2016-02-15,5,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"EMPLANTILLAR"
"EMPLANTILLAR",10983,288,"MONTADO","femenino","LEON",3,1050,18,"Primaria",2015-05-13,2,9,"PRELIMINAR C",5,0,1,0,1050,1050,0,0,22,0,1050,1050,"EMPLANTILLAR"
"ENCAJILLAR",10170,71,"MONTADO","femenino","LEON",4,1050,19,"Primaria",2016-04-05,2,2,"PRELIMINAR C",5,1,3,1,950,1050,100,308,63,0,1050,950,"ENCAJILLAR"
"ENCAJILLAR",11906,116,"MONTADO","femenino","LEON",3,1050,36,"Primaria",2016-07-05,4,3,"PRELIMINAR C",5,0,1,0,1050,1050,0,0,NA,NA,1050,1050,"ENCAJILLAR"
"ENCAJILLAR",11220,208,"MONTADO","femenino","LEON",3,1050,17,"Secundaria",2016-04-04,2,6,"PRELIMINAR C",5,0,2,1,950,1050,100,161,-216,0,1050,950,"ENCAJILLAR"
"ENCERQUILLADOR",8191,1360,"AVIO","masculino","LEON",3,1300,22,"Secundaria",2013-02-07,3,45,"CRITICO",0,0,4,3,1000,1300,300,1113,-1341,0,1300,1000,"ENCERQUILLADOR"
"ENCERQUILLADOR",9468,1250,"AVIO","masculino","LEON",1,1300,23,"Primaria",2013-05-28,3,41,"CRITICO",0,0,4,3,1000,1300,300,587,NA,NA,1300,1000,"ENCERQUILLADOR"
"ENTACONADOR",10478,79,"MONTADO","masculino","LEON",3,1300,19,"Secundaria",2016-08-11,2,2,"CRITICO",0,2,5,2,1050,1300,250,392,129,0,1300,1050,"ENTACONADOR"
"ENTACONADOR",9669,1024,"MONTADO","masculino","LEON",3,1300,19,"Secundaria",2013-07-09,2,34,"CRITICO",0,2,7,3,850,1300,450,826,169,0,1300,850,"ENTACONADOR"
"ENTACONADOR",8664,18,"MONTADO","masculino","LEON",1,950,27,"Preparatoria",2012-08-13,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,950,950,"ENTACONADOR"
"ENTACONADOR",10218,7,"MONTADO","masculino","LEON",1,1300,34,"Primaria",2014-05-14,4,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"ENTACONADOR"
"ENTACONADOR",11881,124,"MONTADO","masculino","LEON",4,1400,28,"Secundaria",2016-06-27,3,4,"CRITICO",0,0,1,0,1400,1400,0,0,NA,NA,1400,1400,"ENTACONADOR"
"ENTACONADOR",10381,4,"MONTADO","masculino","LEON",4,1400,27,"Secundaria",2014-07-14,3,0,"CRITICO",0,0,1,0,1400,1400,0,0,-5,0,1400,1400,"ENTACONADOR"
"ENTACONADOR",8706,1031,"MONTADO","masculino","LEON",3,1300,20,"Primaria",2012-08-16,2,34,"CRITICO",0,3,9,3,800,1300,500,938,38,0,1300,800,"ENTACONADOR"
"ENTACONADOR",11580,1,"MONTADO","masculino","LEON",4,1300,28,"Secundaria",2016-04-05,3,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1300,1300,"ENTACONADOR"
"ENTACONADOR",9686,1012,"MONTADO","masculino","LEON",3,1250,20,"Secundaria",2014-01-21,2,33,"CRITICO",0,1,5,3,900,1250,350,973,-1010,0,1250,900,"ENTACONADOR"
"ENTACONADOR",8454,7,"MONTADO","masculino","LEON",1,1000,41,"Primaria",2012-06-25,5,0,"CRITICO",0,0,0,0,0,0,0,0,NA,NA,1000,1000,"ENTACONADOR"
"FIJADOR PLANTA",10890,128,"MONTADO","masculino","LEON",4,1050,19,"Secundaria",2016-04-21,2,4,"PRELIMINAR C",5,1,3,2,950,1150,200,259,122,0,1150,950,"FIJADOR PLANTA"
"FIJADOR PLANTA",9695,277,"MONTADO","masculino","LEON",1,1150,33,"Primaria",2016-01-26,4,9,"PRELIMINAR C",5,0,1,0,1150,1150,0,0,-904,0,1150,1150,"FIJADOR PLANTA"
"FIJADOR PLANTA",11508,276,"MONTADO","masculino","LEON",3,950,17,"Secundaria",2016-01-27,2,9,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"FIJADOR PLANTA"
"FIJADOR PLANTA",11390,142,"MONTADO","masculino","LEON",3,1000,17,"Secundaria",2015-11-24,2,4,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FIJADOR PLANTA"
"FIJAR",8164,46,"MONTADO","masculino","LEON",1,850,24,"Secundaria",2012-02-23,3,1,"PRELIMINAR C",5,0,1,0,850,850,0,0,101,0,850,850,"FIJAR"
"FIJAR",8613,173,"MONTADO","masculino","LEON",1,800,32,"Primaria",2012-08-03,4,5,"PRELIMINAR C",5,0,1,0,800,800,0,0,35,0,800,800,"FIJAR"
"FIJAR",8656,1002,"MONTADO","masculino","LEON",1,1400,43,"Primaria",2014-01-31,5,33,"PRELIMINAR C",5,1,5,3,1000,1400,400,1365,-1022,0,1400,1000,"FIJAR"
"FIJAR",10051,7,"AVIO","masculino","LEON",4,1000,29,"Secundaria",2014-01-29,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FIJAR"
"FIJAR",8668,57,"MONTADO","masculino","LEON",1,900,29,"Primaria",2012-10-16,3,1,"PRELIMINAR C",5,0,1,0,900,900,0,0,56,0,900,900,"FIJAR"
"FIJAR",8042,13,"MONTADO","masculino","LEON",3,700,21,"Primaria",2012-01-17,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,700,700,"FIJAR"
"FLAMEAR",8928,5,"PESPUNTE","femenino","LEON",3,1000,19,"Secundaria",2016-09-02,2,0,"PRELIMINAR C",5,1,6,4,700,1000,300,1120,0,0,1000,700,"FLAMEAR"
"FLAMEAR",11524,16,"MONTADO","masculino","LEON",3,950,16,"Secundaria",2016-02-09,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"FLAMEAR"
"FLAMEAR",12112,38,"MONTADO","masculino","LEON",3,1050,17,"Secundaria",2016-09-21,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1050,1050,"FLAMEAR"
"FLAMEAR",11904,16,"MONTADO","masculino","SILAO",3,900,18,"Preparatoria",2016-07-04,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0,7,1,900,900,"FLAMEAR"
"FLAMEAR",8545,10,"MONTADO","masculino","LEON",3,800,21,"Secundaria",2012-07-23,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,800,800,"FLAMEAR"
"FLAMEAR",11523,2,"MONTADO","masculino","LEON",3,900,26,"Secundaria",2016-02-09,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"FLAMEAR"
"FLAMEAR",11971,9,"MONTADO","masculino","LEON",3,950,21,"Secundaria",2016-07-25,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"FLAMEAR"
"FOLIADORA",11268,126,"CORTE","femenino","LEON",3,900,22,"Secundaria",2015-09-24,3,4,"PRELIMINAR A-B",2,0,0,0,0,0,0,0,NA,NA,900,900,"FOLIADORA"
"FORRADOR",10733,217,"AVIO","masculino","LEON",1,1100,30,"Secundaria",2015-01-09,3,7,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",9409,3,"AVIO","masculino","LEON",1,1000,27,"Secundaria",2013-05-17,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9355,31,"AVIO","masculino","LEON",4,1000,24,"Primaria",2014-12-02,3,1,"PRELIMINAR C",5,0,1,0,1000,1000,0,0,590,0,1000,1000,"FORRADOR"
"FORRADOR",8167,123,"AVIO","masculino","LEON",4,1000,24,"Primaria",2012-02-28,3,4,"PRELIMINAR C",5,0,1,0,1000,1000,0,0,121,0,1000,1000,"FORRADOR"
"FORRADOR",9787,238,"MANUALIDADES","masculino","LEON",1,1100,22,"Secundaria",2013-08-29,3,7,"PRELIMINAR C",5,0,1,0,1100,1100,0,0,141,0,1100,1100,"FORRADOR"
"FORRADOR",8214,84,"AVIO","masculino","LEON",4,950,23,"Ninguno",2012-03-07,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,950,950,"FORRADOR"
"FORRADOR",8079,11,"AVIO","femenino","LEON",1,1000,31,"Primaria",2012-01-30,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9510,14,"AVIO","masculino","LEON",1,1100,47,"Secundaria",2013-05-30,5,0,"PRELIMINAR C",5,0,1,0,1100,1100,0,0,1,1,1100,1100,"FORRADOR"
"FORRADOR",10749,56,"AVIO","masculino","LEON",3,1000,22,"Secundaria",2015-01-15,3,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9573,77,"AVIO","masculino","LEON",3,1100,24,"Preparatoria",2013-06-12,3,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",8058,29,"AVIO","masculino","LEON",1,1000,26,"Secundaria",2012-01-19,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9469,2,"AVIO","masculino","LEON",4,1000,23,"Secundaria",2013-05-28,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",8081,17,"AVIO","masculino","LEON",4,1000,30,"Secundaria",2012-01-31,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",8059,29,"AVIO","masculino","LEON",3,1000,27,"Secundaria",2012-01-19,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9410,18,"AVIO","masculino","LEON",1,1000,37,"Primaria",2013-05-20,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",11499,2,"AVIO","masculino","LEON",4,1000,20,"Primaria",2016-01-26,2,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9508,424,"AVIO","masculino","LEON",1,1100,23,"Secundaria",2013-06-03,3,14,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",10114,16,"AVIO","masculino","LEON",1,900,42,"Primaria",2014-02-19,5,0,"PRELIMINAR C",5,0,1,0,900,900,0,0,2,1,900,900,"FORRADOR"
"FORRADOR",8080,11,"AVIO","masculino","LEON",1,1000,31,"Secundaria",2012-01-30,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9411,8,"AVIO","masculino","LEON",1,1100,36,"Primaria",2013-05-21,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",11706,0,"AVIO","masculino","LEON",1,1200,36,"Primaria",2016-05-16,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1200,1200,"FORRADOR"
"FORRADOR",9082,6,"AVIO","masculino","LEON",1,1000,23,"Primaria",2013-02-15,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",8240,336,"AVIO","masculino","LEON",4,900,27,"Primaria",2012-03-14,3,11,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"FORRADOR"
"FORRADOR",11643,77,"AVIO","masculino","LEON",1,1100,41,"Primaria",2016-04-20,5,2,"PRELIMINAR C",5,0,2,1,1000,1100,100,0,69,0,1100,1000,"FORRADOR"
"FORRADOR",8521,681,"AVIO","masculino","SILAO",3,1050,20,"Secundaria",2014-05-07,2,22,"PRELIMINAR C",5,1,4,2,850,1050,200,580,513,0,1050,850,"FORRADOR"
"FORRADOR",8241,140,"AVIO","masculino","LEON",3,1000,22,"Secundaria",2012-03-15,3,4,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",8242,15,"AVIO","masculino","LEON",1,1000,57,"Primaria",2012-03-15,6,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRADOR",9509,1,"AVIO","masculino","LEON",1,1100,38,"Secundaria",2013-05-29,4,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",11458,34,"AVIO","masculino","LEON",3,1100,20,"Secundaria",2016-01-08,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",9412,87,"AVIO","masculino","LEON",1,1100,40,"Secundaria",2013-05-21,4,2,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1100,1100,"FORRADOR"
"FORRADOR",10240,9,"AVIO","masculino","SILAO",3,1000,26,"Secundaria",2014-05-13,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"FORRADOR"
"FORRAR",8145,1713,"AVIO","masculino","LEON",3,1150,21,"Primaria",2012-02-20,3,57,"PRELIMINAR C",5,1,6,3,850,1150,300,1576,NA,NA,1150,850,"FORRAR"
"GRAPAR DE LADOS",11679,13,"MONTADO","masculino","LEON",3,900,17,"Primaria",2016-06-16,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0,6,1,900,900,"GRAPAR DE LADOS"
"GRAPAR DE LADOS",11733,43,"MONTADO","masculino","LEON",3,900,16,"Secundaria",2016-05-24,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,900,900,"GRAPAR DE LADOS"
"GRAPAR DE LADOS",8184,9,"MONTADO","masculino","LEON",3,750,24,"Secundaria",2012-03-05,3,0,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,750,750,"GRAPAR DE LADOS"
"GRAPAR DE LADOS",11877,56,"MONTADO","masculino","LEON",3,1000,17,"Secundaria",2016-06-22,2,1,"PRELIMINAR C",5,0,0,0,0,0,0,0,NA,NA,1000,1000,"GRAPAR DE LADOS"
