"NUM","antiguedad","depto.group","sexo","municipio","edo.civil.fit","sueldo","puesto","edad.fit","estudios","ingreso","rango.edad","meses.antiguedad","grupo.puesto","nivel.critico","cambios.depto","reingresos","cambios.sueldo","sueldo.min","sueldo.max","aumento","dias.para.aumento"
10758,316,"AVIO","masculino","LEON",3,900,"PRELIMINAR B",22,"Secundaria",2015-02-24,3,10,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10759,688,"AVIO","masculino","LEON",3,950,"B-PRELIMINAR",17,"Secundaria",2015-02-24,2,22,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10762,7,"MONTADO","masculino","LEON",4,1100,"DAR ALTURA",23,"Secundaria",2016-05-17,3,0,"PRELIMINAR C",5,1,2,1,900,1100,200,273
10773,259,"CORTE","masculino","LEON",1,1500,"CORTADOR",49,"Primaria",2015-02-26,5,8,"CORTADOR",3,0,1,0,1500,1500,0,0
10776,296,"PESPUNTE","femenino","LEON",1,1000,"PRELIMINAR A",32,"Secundaria",2015-03-03,4,9,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10780,393,"PESPUNTE","masculino","LEON",1,1300,"RECORTADOR A MAQUINA",25,"Secundaria",2015-03-03,3,13,"PRELIMINAR A-B",2,0,3,2,1300,1600,300,364
10782,12,"AVIO","masculino","LEON",3,1000,"EMBARRADOR SUELA",18,"Primaria",2016-09-02,2,0,"PRELIMINAR C",5,0,2,1,900,1000,100,552
10787,170,"PREPARADO","masculino","LEON",1,1100,"DIVIDIDOR",33,"Secundaria",2015-03-10,4,5,"CRITICO",0,0,1,0,1100,1100,0,0
10791,64,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",19,"Secundaria",2015-03-03,2,2,"PRELIMINAR C",5,0,1,0,900,900,0,0
10794,16,"MANUALIDADES","masculino","SILAO",3,950,"DIVIDIDOR",17,"Secundaria",2016-07-04,2,0,"CRITICO",0,1,3,1,900,950,50,322
10795,3,"MONTADO","femenino","LEON",3,1000,"PRELIMINAR C",18,"Primaria",2015-10-06,2,0,"PRELIMINAR C",5,1,2,0,1000,1000,0,0
10796,219,"PREPARADO","masculino","LEON",3,1300,"PESPUNTADOR B",23,"Secundaria",2015-06-08,3,7,"PESPUNTADOR A-B",1,1,2,1,1000,1300,300,63
10797,14,"MONTADO","masculino","LEON",3,950,"REB PUNTA-TALON",17,"Ninguno",2016-08-10,2,0,"PRELIMINAR C",5,3,4,2,900,1000,100,497
10799,17,"MONTADO","femenino","LEON",3,900,"PRELIMINAR B",17,"Ninguno",2016-03-01,2,0,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
10801,11,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",20,"Primaria",2015-03-05,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
10802,56,"MONTADO","masculino","LEON",3,1400,"PEGADOR",35,"Secundaria",2015-03-05,4,1,"CRITICO",0,1,2,0,1400,1400,0,0
10806,314,"PESPUNTE","masculino","LEON",1,1850,"PESPUNTADOR A",39,"Primaria",2015-03-05,4,10,"PESPUNTADOR A-B",1,0,1,0,1850,1850,0,0
10810,105,"MONTADO","masculino","LEON",3,1000,"ALIMENTAR BANDA",18,"Secundaria",2015-11-19,2,3,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10811,583,"PESPUNTE","masculino","LEON",3,900,"C-PRELIMINAR",17,"Primaria",2015-06-09,2,19,"PRELIMINAR C",5,1,5,0,900,900,0,0
10812,338,"MONTADO","masculino","LEON",1,1000,"EMBARRADOR SUELA",47,"Secundaria",2015-03-17,5,11,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
10816,77,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",18,"Secundaria",2015-03-13,2,2,"PRELIMINAR C",5,0,1,0,900,900,0,0
10817,459,"MONTADO","femenino","LEON",1,1100,"PONER PAPEL",28,"Secundaria",2015-03-13,3,15,"PRELIMINAR C",5,0,1,0,1100,1100,0,0
10818,116,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",19,"Secundaria",2015-03-13,2,3,"PRELIMINAR C",5,0,1,0,900,900,0,0
10819,155,"MONTADO","masculino","LEON",3,950,"EMBARRADOR SUELA",18,"Primaria",2016-08-10,2,5,"PRELIMINAR C",5,0,1,0,950,950,0,0
10824,244,"CORTE","masculino","LEON",3,1000,"PRELIMINAR C",18,"Secundaria",2015-03-19,2,8,"PRELIMINAR C",5,0,2,1,900,1000,100,168
10825,45,"CORTE","masculino","LEON",4,1100,"CORTADOR",24,"Secundaria",2015-03-23,3,1,"CORTADOR",3,0,1,0,1100,1100,0,0
10831,198,"MONTADO","masculino","LEON",1,1200,"DAR ALTURA",33,"Secundaria",2015-03-18,4,6,"PRELIMINAR C",5,0,1,0,1200,1200,0,0
10839,43,"MONTADO","masculino","LEON",4,950,"PRELIMINAR B",32,"Secundaria",2015-11-11,4,1,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10840,660,"PESPUNTE","femenino","LEON",3,900,"B-PRELIMINAR",17,"Secundaria",2015-03-24,2,22,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
10843,479,"PESPUNTE","masculino","LEON",3,900,"B-PRELIMINAR",17,"Secundaria",2015-09-21,2,15,"PRELIMINAR A-B",2,2,3,0,900,900,0,0
10844,661,"PREPARADO","masculino","LEON",3,1600,"B-PESPUNTADOR",53,"Ninguno",2015-03-23,6,22,"PESPUNTADOR A-B",1,2,3,0,1600,1600,0,0
10846,43,"AVIO","masculino","LEON",3,850,"PRELIMINAR C",18,"Secundaria",2016-01-06,2,1,"PRELIMINAR C",5,0,1,0,850,850,0,0
10847,4,"MANUALIDADES","femenino","SILAO",3,800,"PRELIMINAR C",18,"Secundaria",2015-03-23,2,0,"PRELIMINAR C",5,0,1,0,800,800,0,0
10848,115,"PREPARADO","femenino","SILAO",3,800,"PRELIMINAR C",18,"Secundaria",2015-03-23,2,3,"PRELIMINAR C",5,0,1,0,800,800,0,0
10855,39,"MONTADO","femenino","LEON",3,950,"PRELIMINAR B",18,"Secundaria",2015-06-22,2,1,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10864,0,"MONTADO","masculino","LEON",4,950,"PRELIMINAR B",18,"Secundaria",2016-01-07,2,0,"PRELIMINAR A-B",2,1,2,1,950,1100,150,111
10874,135,"PESPUNTE","femenino","LEON",1,1000,"PRELIMINAR A",25,"Secundaria",2015-04-08,3,4,"PRELIMINAR A-B",2,3,4,0,1000,1000,0,0
10875,645,"PESPUNTE","femenino","LEON",3,1000,"B-PRELIMINAR",23,"Secundaria",2015-04-08,3,21,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10877,342,"AVIO","femenino","LEON",1,1000,"PRELIMINAR B",35,"Secundaria",2015-04-17,4,11,"PRELIMINAR A-B",2,2,3,0,1000,1000,0,0
10879,636,"MANUALIDADES","masculino","LEON",3,1150,"A-PRELIMINAR",19,"Secundaria",2015-04-17,2,21,"PRELIMINAR A-B",2,0,2,1,1000,1150,150,267
10881,8,"MONTADO","femenino","LEON",3,1100,"LIMPIAR FORROS",17,"Primaria",2016-03-29,2,0,"PRELIMINAR C",5,1,3,1,900,1100,200,314
10885,2,"MONTADO","masculino","LEON",3,950,"PRELIMINAR B",17,"Secundaria",2015-06-30,2,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10890,128,"MONTADO","masculino","LEON",4,1050,"FIJADOR PLANTA",19,"Secundaria",2016-04-21,2,4,"PRELIMINAR C",5,1,3,2,950,1150,200,259
10891,633,"MONTADO","masculino","LEON",3,1000,"EMBARRADOR PLANTILLA",48,"Primaria",2015-04-20,5,21,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
10892,16,"MONTADO","masculino","LEON",3,1250,"MONTADOR DE LADOS",19,"Secundaria",2015-04-20,2,0,"CRITICO",0,0,1,0,1250,1250,0,0
10895,78,"CORTE","masculino","LEON",1,1200,"PESPUNTADOR C",19,"Ninguno",2015-04-23,2,2,"PESPUNTADOR C",4,0,1,0,1200,1200,0,0
10896,65,"AVIO","femenino","LEON",3,950,"PRELIMINAR C",20,"Secundaria",2016-03-01,2,2,"PRELIMINAR C",5,0,1,0,950,950,0,0
10898,631,"PESPUNTE","femenino","LEON",1,1050,"A-PRELIMINAR",28,"Secundaria",2015-04-22,3,21,"PRELIMINAR A-B",2,0,2,1,1050,1100,50,182
10901,252,"PESPUNTE","masculino","LEON",1,2000,"PESPUNTADOR A",47,"Primaria",2015-04-27,5,8,"PESPUNTADOR A-B",1,1,6,1,1800,2000,200,119
10902,93,"PESPUNTE","femenino","LEON",4,1000,"PRELIMINAR B",35,"Secundaria",2015-04-22,4,3,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
10903,71,"PESPUNTE","masculino","LEON",1,1600,"PESPUNTADOR A",36,"Ninguno",2015-04-28,4,2,"PESPUNTADOR A-B",1,0,1,0,1600,1600,0,0
10907,28,"MONTADO","masculino","LEON",3,1100,"PRELIMINAR A",28,"Primaria",2015-09-18,3,0,"PRELIMINAR A-B",2,1,2,1,950,1100,150,70
10908,102,"PESPUNTE","masculino","LEON",3,850,"PRELIMINAR C",18,"Primaria",2015-05-04,2,3,"PRELIMINAR C",5,0,1,0,850,850,0,0
10909,23,"PESPUNTE","femenino","LEON",3,950,"PRELIMINAR B",21,"Secundaria",2015-12-01,3,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10912,2,"MONTADO","femenino","LEON",3,950,"PONER PAPEL",17,"Secundaria",2016-02-01,2,0,"PRELIMINAR C",5,0,1,0,950,950,0,0
10917,65,"PREPARADO","masculino","SILAO",3,800,"PRELIMINAR C",25,"Primaria",2015-05-05,3,2,"PRELIMINAR C",5,0,1,0,800,800,0,0
10919,87,"PREPARADO","femenino","SILAO",3,800,"PRELIMINAR C",17,"Primaria",2015-05-05,2,2,"PRELIMINAR C",5,0,1,0,800,800,0,0
10921,158,"MONTADO","femenino","LEON",2,950,"PRELIMINAR B",41,"Secundaria",2015-05-04,5,5,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10924,112,"CORTE","masculino","LEON",4,1000,"PRELIMINAR A",24,"Secundaria",2016-02-23,3,3,"PRELIMINAR A-B",2,1,3,2,900,1000,100,252
10931,38,"PREPARADO","femenino","LEON",4,800,"PRELIMINAR C",33,"Secundaria",2015-05-12,4,1,"PRELIMINAR C",5,0,1,0,800,800,0,0
10932,17,"MANUALIDADES","femenino","LEON",3,900,"PRELIMINAR C",20,"Secundaria",2015-08-10,2,0,"PRELIMINAR C",5,1,2,1,800,900,100,56
10936,611,"PREPARADO","masculino","LEON",3,1400,"CORTADOR FORRO",24,"Primaria",2015-05-12,3,20,"CORTADOR",3,1,2,0,1400,1400,0,0
10937,133,"PREPARADO","masculino","LEON",3,1300,"CORTADOR",22,"Primaria",2015-05-12,3,4,"CORTADOR",3,0,1,0,1300,1300,0,0
10942,395,"PESPUNTE","masculino","LEON",1,1700,"PESPUNTADOR A",25,"Secundaria",2015-05-12,3,13,"PESPUNTADOR A-B",1,4,8,1,1166,1700,534,343
10949,10,"MONTADO","masculino","LEON",4,900,"PRELIMINAR C",19,"Primaria",2015-08-10,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
10951,266,"PESPUNTE","femenino","LEON",4,950,"PRELIMINAR B",23,"Primaria",2015-05-07,3,8,"PRELIMINAR A-B",2,1,3,0,950,950,0,0
10956,27,"CORTE","femenino","LEON",3,900,"PRELIMINAR B",18,"Primaria",2015-05-14,2,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
10957,163,"CORTE","masculino","LEON",2,1500,"CORTADOR",36,"Ninguno",2015-05-13,4,5,"CORTADOR",3,0,1,0,1500,1500,0,0
10958,478,"CORTE","masculino","LEON",3,1600,"CORTADOR PIEL",28,"Secundaria",2015-09-22,3,15,"CORTADOR",3,0,2,1,1500,1600,100,196
10961,4,"CORTE","masculino","LEON",3,1200,"CORTADOR",21,"Secundaria",2015-05-18,3,0,"CORTADOR",3,0,1,0,1200,1200,0,0
10962,21,"MANUALIDADES","masculino","LEON",3,800,"PRELIMINAR C",18,"Ninguno",2015-08-19,2,0,"PRELIMINAR C",5,1,2,1,800,950,150,98
10963,11,"PESPUNTE","femenino","LEON",1,950,"PRELIMINAR B",20,"Secundaria",2015-05-18,2,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10964,28,"PESPUNTE","femenino","LEON",3,950,"PRELIMINAR B",20,"Secundaria",2015-05-18,2,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
10965,73,"CORTE","masculino","LEON",1,900,"PRELIMINAR C",18,"Secundaria",2015-05-19,2,2,"PRELIMINAR C",5,0,1,0,900,900,0,0
10966,100,"CORTE","masculino","LEON",4,1500,"CORTADOR FLASH",17,"Ninguno",2016-10-04,2,3,"CORTADOR",3,0,4,3,950,1500,550,421
10967,113,"PESPUNTE","masculino","LEON",3,1000,"PRECONFORMAR",18,"Primaria",2016-09-21,2,3,"PRELIMINAR A-B",2,3,8,2,950,1050,100,490
10968,22,"PESPUNTE","masculino","LEON",3,1250,"PESPUNTADOR C",18,"Secundaria",2015-05-19,2,0,"PESPUNTADOR C",4,0,1,0,1250,1250,0,0
10971,12,"MANUALIDADES","masculino","LEON",3,1100,"CORTADOR LASSER",17,"Secundaria",2016-09-09,2,0,"CORTADOR",3,0,2,1,1000,1100,100,370
10974,604,"MANUALIDADES","masculino","LEON",1,1150,"A-PRELIMINAR",19,"Secundaria",2015-05-19,2,20,"PRELIMINAR A-B",2,0,2,1,1000,1150,150,267
10977,286,"MANUALIDADES","masculino","LEON",3,950,"PRELIMINAR B",19,"Primaria",2015-05-15,2,9,"PRELIMINAR A-B",2,3,4,0,950,950,0,0
10979,605,"PESPUNTE","masculino","LEON",3,1150,"DOBLILLADOR",18,"Primaria",2015-05-18,2,20,"DOBLILLADOR",3,3,6,1,950,1150,200,204
10981,72,"AVIO","masculino","LEON",4,850,"PRELIMINAR C",18,"Secundaria",2016-01-06,2,2,"PRELIMINAR C",5,0,1,0,850,850,0,0
10983,288,"MONTADO","femenino","LEON",3,1050,"EMPLANTILLAR",18,"Primaria",2015-05-13,2,9,"PRELIMINAR C",5,0,1,0,1050,1050,0,0
10984,67,"MONTADO","masculino","LEON",3,950,"DESCLAVAR-ASENTAR",18,"Primaria",2016-01-11,2,2,"PRELIMINAR C",5,1,2,0,950,950,0,0
10986,281,"MONTADO","masculino","LEON",3,1000,"PRENSAR",22,"Primaria",2015-09-02,3,9,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
10991,31,"MONTADO","masculino","NA",3,950,"PRELIMINAR C",26,"Secundaria",2015-05-19,3,1,"PRELIMINAR C",5,0,1,0,950,950,0,0
10992,81,"MONTADO","femenino","LEON",4,900,"PRELIMINAR C",20,"Ninguno",2015-05-18,2,2,"PRELIMINAR C",5,0,1,0,900,900,0,0
10995,44,"MONTADO","masculino","LEON",4,900,"PRELIMINAR C",25,"Secundaria",2015-05-19,3,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
10996,219,"MONTADO","masculino","LEON",3,1200,"EMBARRADOR SUELA",17,"Secundaria",2015-05-19,2,7,"PRELIMINAR C",5,0,1,0,1200,1200,0,0
10997,22,"MONTADO","masculino","LEON",4,1400,"PEGADOR",29,"Secundaria",2015-05-19,3,0,"CRITICO",0,0,1,0,1400,1400,0,0
10998,457,"MANUALIDADES","femenino","LEON",3,950,"PRELIMINAR B",18,"Secundaria",2015-05-18,2,15,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
11002,0,"CORTE","masculino","LEON",3,1400,"CORTADOR LASSER",22,"Secundaria",2016-01-11,3,0,"CORTADOR",3,0,1,0,1400,1400,0,0
11003,24,"CORTE","masculino","LEON",4,950,"PRELIMINAR A",21,"Primaria",2015-05-20,3,0,"PRELIMINAR A-B",2,0,1,0,950,950,0,0
11005,9,"PESPUNTE","masculino","LEON",4,1700,"PESPUNTADOR A",25,"Secundaria",2016-08-29,3,0,"PESPUNTADOR A-B",1,0,1,0,1700,1700,0,0
11008,601,"MONTADO","femenino","LEON",3,1150,"EMPLANTILLAR",24,"Secundaria",2015-05-22,3,20,"PRELIMINAR C",5,0,1,0,1150,1150,0,0
11009,37,"MONTADO","masculino","LEON",3,950,"EMB CORTE-PLANTA",17,"Primaria",2016-05-02,2,1,"PRELIMINAR C",5,0,1,0,950,950,0,0
11010,602,"PESPUNTE","masculino","LEON",1,1700,"A-PESPUNTADOR",52,"Ninguno",2015-05-21,6,20,"PESPUNTADOR A-B",1,1,2,0,1700,1700,0,0
11011,240,"PREPARADO","masculino","LEON",3,1400,"PRELIMINAR A",22,"Primaria",2015-06-02,3,8,"PRELIMINAR A-B",2,1,2,0,1400,1400,0,0
11014,1,"CORTE","masculino","LEON",3,1700,"CORTADOR",26,"Secundaria",2016-06-28,3,0,"CORTADOR",3,0,1,0,1700,1700,0,0
11021,65,"PREPARADO","masculino","LEON",3,900,"PRELIMINAR B",17,"Secundaria",2016-06-13,2,2,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
11023,211,"PESPUNTE","masculino","LEON",1,1800,"PESPUNTADOR B",32,"Secundaria",2015-06-09,4,7,"PESPUNTADOR A-B",1,0,1,0,1800,1800,0,0
11029,360,"PESPUNTE","masculino","LEON",3,900,"C-PRELIMINAR",26,"Primaria",2016-01-18,3,12,"PRELIMINAR C",5,1,3,2,850,950,100,78
11032,577,"PESPUNTE","femenino","LEON",3,1000,"A-PRELIMINAR",26,"Secundaria",2015-06-15,3,19,"PRELIMINAR A-B",2,0,2,1,1000,1150,150,41
11036,29,"MONTADO","masculino","LEON",3,900,"PRELIMINAR B",19,"Ninguno",2015-06-15,2,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
11039,576,"MONTADO","femenino","LEON",3,1100,"EMB CORTE-PLANTA",21,"Primaria",2015-06-16,3,19,"PRELIMINAR C",5,0,1,0,1100,1100,0,0
11041,8,"MONTADO","femenino","LEON",3,900,"PRELIMINAR B",24,"Primaria",2015-11-03,3,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
11046,45,"PESPUNTE","femenino","LEON",3,900,"PRELIMINAR B",17,"Primaria",2015-07-13,2,1,"PRELIMINAR A-B",2,0,2,1,900,950,50,0
11049,154,"MONTADO","femenino","LEON",3,950,"PRELIMINAR C",19,"Preparatoria",2015-08-05,2,5,"PRELIMINAR C",5,0,1,0,950,950,0,0
11052,570,"AVIO","femenino","SILAO",3,1050,"A-PRELIMINAR",19,"Secundaria",2015-06-22,2,19,"PRELIMINAR A-B",2,2,6,1,950,1050,100,189
11055,570,"MONTADO","femenino","LEON",3,1166,"ARREGLAR ZAPATO",19,"Secundaria",2015-06-22,2,19,"PRELIMINAR A-B",2,0,2,1,1100,1166,66,77
11058,30,"MONTADO","masculino","LEON",3,1200,"CONFORMADOR",18,"Secundaria",2016-05-09,2,1,"CRITICO",0,0,3,2,1000,1200,200,203
11061,320,"PREPARADO","masculino","LEON",3,1050,"PRELIMINAR A",17,"Primaria",2015-06-24,2,10,"PRELIMINAR A-B",2,1,3,0,1050,1050,0,0
11065,315,"MONTADO","masculino","LEON",3,900,"REB PUNTA-TALON",19,"Secundaria",2015-06-29,2,10,"PRELIMINAR C",5,0,1,0,900,900,0,0
11066,42,"PESPUNTE","masculino","LEON",3,1000,"RECORTAR",20,"Primaria",2015-08-11,2,1,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
11067,149,"MONTADO","masculino","LEON",3,950,"SACAR HORMA",18,"Secundaria",2016-08-16,2,4,"PRELIMINAR C",5,3,4,1,850,950,100,406
11070,42,"PESPUNTE","femenino","SILAO",3,950,"PRELIMINAR B",17,"Secundaria",2016-06-22,2,1,"PRELIMINAR A-B",2,1,2,0,950,950,0,0
11078,25,"PESPUNTE","femenino","LEON",3,1000,"PRELIMINAR C",19,"Secundaria",2016-05-16,2,0,"PRELIMINAR C",5,0,2,1,800,1000,200,5
11079,12,"PESPUNTE","masculino","LEON",3,900,"PRELIMINAR C",17,"Secundaria",2016-08-26,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
11080,199,"PREPARADO","masculino","LEON",3,900,"B-PRELIMINAR",17,"Primaria",2016-06-27,2,6,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
11086,555,"PESPUNTE","femenino","LEON",3,1000,"B-PRELIMINAR",17,"Secundaria",2015-07-07,2,18,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
11090,20,"AVIO","masculino","LEON",3,850,"PRELIMINAR B",19,"Secundaria",2016-02-05,2,0,"PRELIMINAR A-B",2,0,1,0,850,850,0,0
11093,52,"MONTADO","masculino","LEON",3,950,"PRELIMINAR C",20,"Secundaria",2015-07-06,2,1,"PRELIMINAR C",5,0,1,0,950,950,0,0
11094,1,"MONTADO","masculino","LEON",3,950,"PRELIMINAR C",18,"Secundaria",2015-07-06,2,0,"PRELIMINAR C",5,0,1,0,950,950,0,0
11095,56,"MONTADO","masculino","LEON",3,950,"PRELIMINAR C",17,"Primaria",2015-07-02,2,1,"PRELIMINAR C",5,0,1,0,950,950,0,0
11096,136,"PESPUNTE","masculino","LEON",3,1050,"PRELIMINAR A",22,"Secundaria",2015-07-06,3,4,"PRELIMINAR A-B",2,0,1,0,1050,1050,0,0
11097,267,"PESPUNTE","masculino","LEON",3,1000,"PRECONFORMADOR",17,"Secundaria",2015-07-07,2,8,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
11098,31,"PESPUNTE","femenino","LEON",3,800,"PRELIMINAR C",17,"Secundaria",2015-07-07,2,1,"PRELIMINAR C",5,0,1,0,800,800,0,0
11099,30,"MONTADO","masculino","LEON",3,1200,"CLAVAR PLANTA",22,"Secundaria",2016-03-01,3,1,"PRELIMINAR C",5,0,1,0,1200,1200,0,0
11101,28,"MANUALIDADES","masculino","LEON",3,900,"PRELIMINAR B",18,"Secundaria",2015-08-12,2,0,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
11104,11,"CORTE","masculino","LEON",3,900,"PRELIMINAR B",20,"Secundaria",2015-07-06,2,0,"PRELIMINAR A-B",2,0,2,1,900,1000,100,0
11105,25,"CORTE","masculino","LEON",3,900,"PRELIMINAR B",26,"Secundaria",2015-07-06,3,0,"PRELIMINAR A-B",2,0,2,1,900,1000,100,0
11106,373,"CORTE","masculino","LEON",3,1300,"CORTADOR LASSER",21,"Secundaria",2015-07-06,3,12,"CORTADOR",3,0,5,3,900,1300,400,336
11114,23,"MONTADO","masculino","SILAO",3,900,"SACAR HORMA",17,"Secundaria",2016-07-11,2,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
11120,37,"MONTADO","femenino","LEON",3,900,"PRELIMINAR C",18,"Secundaria",2015-07-21,2,1,"PRELIMINAR C",5,0,1,0,900,900,0,0
11122,358,"PESPUNTE","femenino","LEON",3,1100,"A-PRELIMINAR",17,"Secundaria",2016-01-20,2,11,"PRELIMINAR A-B",2,0,2,1,950,1100,150,196
11124,542,"PESPUNTE","femenino","LEON",4,1000,"B-PRELIMINAR",25,"Secundaria",2015-07-20,3,18,"PRELIMINAR A-B",2,2,5,0,1000,1000,0,0
11126,268,"PREPARADO","femenino","SILAO",3,1000,"B-PRELIMINAR",17,"Secundaria",2016-04-19,2,8,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
11128,205,"PESPUNTE","femenino","LEON",4,900,"B-PRELIMINAR",17,"Secundaria",2016-06-21,2,6,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
11130,170,"PREPARADO","femenino","SILAO",3,900,"B-PRELIMINAR",16,"Secundaria",2016-07-26,2,5,"PRELIMINAR A-B",2,0,1,0,900,900,0,0
11131,64,"MONTADO","masculino","LEON",3,1050,"PRELIMINAR C",17,"Primaria",2016-04-26,2,2,"PRELIMINAR C",5,1,3,1,950,1050,100,196
11137,528,"PESPUNTE","masculino","LEON",4,1800,"A-PESPUNTADOR",26,"Primaria",2015-08-03,3,17,"PESPUNTADOR A-B",1,1,3,1,1700,1800,100,217
11141,150,"PREPARADO","masculino","LEON",3,1000,"B-PRELIMINAR",18,"Secundaria",2016-08-15,2,5,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
11142,283,"PREPARADO","femenino","SILAO",3,900,"PRELIMINAR C",17,"Secundaria",2015-08-03,2,9,"PRELIMINAR C",5,0,1,0,900,900,0,0
11147,526,"PESPUNTE","masculino","LEON",1,1800,"A-PESPUNTADOR",48,"Primaria",2015-08-05,5,17,"PESPUNTADOR A-B",1,1,5,2,1700,2000,300,294
11150,211,"AVIO","femenino","SILAO",3,1000,"PRELIMINAR B",25,"Secundaria",2015-08-05,3,7,"PRELIMINAR A-B",2,1,2,0,1000,1000,0,0
11161,139,"PESPUNTE","masculino","LEON",3,1000,"PRELIMINAR B",21,"Secundaria",2016-04-21,3,4,"PRELIMINAR A-B",2,1,2,0,1000,1000,0,0
11163,226,"MONTADO","femenino","LEON",3,900,"LIMPIAR ZAPATO",21,"Preparatoria",2015-08-05,3,7,"PRELIMINAR C",5,1,3,0,900,900,0,0
11164,88,"AVIO","femenino","LEON",3,850,"PRELIMINAR C",17,"Primaria",2015-10-05,2,2,"PRELIMINAR C",5,3,4,1,850,900,50,42
11168,184,"MONTADO","masculino","LEON",3,1050,"DESBASURAR",20,"Primaria",2015-08-11,2,6,"PRELIMINAR C",5,0,1,0,1050,1050,0,0
11181,149,"CORTE","femenino","SILAO",3,800,"PRELIMINAR C",19,"Secundaria",2015-08-17,2,4,"PRELIMINAR C",5,0,1,0,800,800,0,0
11184,9,"CORTE","masculino","SILAO",3,850,"PRELIMINAR C",17,"Secundaria",2015-08-18,2,0,"PRELIMINAR C",5,0,1,0,850,850,0,0
11191,146,"MONTADO","masculino","LEON",3,900,"PRELIMINAR C",19,"Preparatoria",2015-08-20,2,4,"PRELIMINAR C",5,0,1,0,900,900,0,0
11192,56,"AVIO","masculino","LEON",3,950,"RECORTAR",17,"Secundaria",2016-07-06,2,1,"PRELIMINAR A-B",2,0,2,1,850,950,100,287
11203,499,"PREPARADO","femenino","SILAO",3,1050,"A-PRELIMINAR",19,"Primaria",2015-09-01,2,16,"PRELIMINAR A-B",2,0,3,2,900,1050,150,126
11213,22,"PREPARADO","masculino","LEON",3,900,"PRELIMINAR C",26,"Secundaria",2016-06-28,3,0,"PRELIMINAR C",5,0,1,0,900,900,0,0
11214,127,"MONTADO","masculino","SILAO",3,900,"PRELIMINAR B",17,"Primaria",2015-09-01,2,4,"PRELIMINAR A-B",2,1,2,0,900,900,0,0
11217,500,"MONTADO","femenino","LEON",3,1000,"PRELIMINAR A",17,"Primaria",2015-08-31,2,16,"PRELIMINAR A-B",2,0,1,0,1000,1000,0,0
11220,283,"MONTADO","femenino","LEON",3,1050,"ENCAJILLAR",17,"Secundaria",2016-04-04,2,9,"PRELIMINAR C",5,0,2,1,950,1050,100,161
11222,217,"CORTE","masculino","LEON",4,1500,"CORTADOR LASSER",25,"Secundaria",2015-09-03,3,7,"CORTADOR",3,0,1,0,1500,1500,0,0
11225,499,"MONTADO","masculino","LEON",3,1100,"DESBASURAR",17,"Secundaria",2015-09-01,2,16,"PRELIMINAR C",5,0,1,0,1100,1100,0,0
11227,493,"MONTADO","masculino","LEON",3,1000,"CLAVAR PLANTA",19,"Secundaria",2015-09-07,2,16,"PRELIMINAR C",5,0,1,0,1000,1000,0,0
11228,493,"MONTADO","femenino","SILAO",1,1100,"ARMAR CJA-ETIQUETAR",36,"Ninguno",2015-09-07,4,16,"PRELIMINAR C",5,1,2,0,1100,1100,0,0
11237,268,"PESPUNTE","masculino","LEON",1,1050,"CONFORMADOR",17,"Secundaria",2015-09-14,2,8,"CRITICO",0,1,3,1,900,1050,150,230
